RunID_vial,_rxn_M_inorganic,_rxn_M_organic,_rxn_M_acid,_rxn_organic-inchikey,_rxn_mixingtime1S,_rxn_mixingtime2S,_rxn_reactiontimeS,_rxn_stirrateRPM,_rxn_temperatureC,_feat_AtomCount_C,_feat_AtomCount_N,_feat_AvgPol,_feat_MolPol,_feat_Refractivity,_feat_bpKa1,_feat_AliphaticRingCount,_feat_AromaticRingCount,_feat_Aliphatic AtomCount,_feat_AromaticAtomCount,_feat_BondCount,_feat_CarboaliphaticRingCount,_feat_CarboaromaticRingCount,_feat_CarboRingCount,_feat_ChainAtomCount,_feat_ChiralCenterCount,_feat_RingAtomCount,_feat_SmallestRingSize,_feat_LargestRingSize,_feat_fsp3,_feat_HeteroaliphaticRingCount,_feat_HeteroaromaticRing Count,_feat_RotatableBondCount,_feat_BalabanIndex,_feat_CyclomaticNumber,_feat_HyperWienerIndex,_feat_WienerIndex,_feat_WienerPolarity,_feat_MinimalProjectionArea,_feat_MaximalProjectionArea,_feat_MinimalProjectionRadius,_feat_MaximalProjectionRadius,_feat_LengthPerpendicularToTheMinArea,_feat_LengthPerpendicularToTheMaxArea,_feat_VanderWaalsVolume,_feat_VanderWaalsSurfaceArea,_feat_ASA,_feat_ASA+,_feat_ASA-,_feat_ASA_H,_feat_ASA_P,_feat_PolarSurfaceArea,_feat_acceptorcount,_feat_Accsitecount,_feat_donorcount,_feat_donsitecount,_feat_sol_ph0,_feat_sol_ph1,_feat_sol_ph2,_feat_sol_ph3,_feat_sol_ph4,_feat_sol_ph5,_feat_sol_ph6,_feat_sol_ph7,_feat_sol_ph8,_feat_sol_ph9,_feat_sol_ph10,_feat_sol_ph11,_feat_sol_ph12,_feat_sol_ph13,_feat_sol_ph14,_feat_fr_NH2,_feat_fr_NH1,_feat_fr_NH0,_feat_fr_quatN,_feat_fr_ArN,_feat_fr_Ar_NH,_feat_fr_Imine,_feat_fr_amidine,_feat_fr_dihydropyridine,_feat_fr_guanido,_feat_fr_piperdine,_feat_fr_piperzine,_feat_fr_pyridine
4137,0.126885077,0.3815506,3.734157804,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4138,0.146935159,0.228299712,7.416446686,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4139,0.943307033,1.24516295,3.734157804,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4140,1.327504288,1.239353345,3.734157804,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4141,0.560068729,0.910049828,3.740573883,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4142,0.63014964,0.585106475,7.40577554,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4143,1.38643036,1.083189358,5.73085133,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4144,1.035901408,1.024951487,5.73085133,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4145,0.385524324,1.180843243,2.58470991,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4146,0.236836582,1.402974513,6.603469265,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4147,0.991726678,1.102050736,4.778255319,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4148,1.358317512,1.068183306,4.778255319,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4149,0.698276051,1.233160878,2.283160878,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4150,0.409655539,0.997921093,6.401955994,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4151,1.190610282,1.280757877,4.533812604,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4152,0.819155887,1.318548922,4.533812604,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4153,0.080097561,0.253473868,3.469318815,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4154,0.087299854,0.161815138,7.221818049,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4155,0.804992076,1.500277338,5.509332805,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4156,1.159965135,0.935748019,5.509332805,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4157,0.547134875,0.750019268,0.975701349,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4158,0.627505547,1.555321712,5.509332805,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4159,1.337450079,1.12644691,5.509332805,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4160,0.980924051,1.388778481,5.500615506,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4161,0.299076522,1.475323478,3.463285217,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4162,0.331828239,1.589671033,7.221818049,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4163,1.175549565,1.407756522,3.463285217,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4164,1.565092174,1.186636522,3.463285217,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4165,0.887923379,1.180493124,0.447842829,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4166,0.546557878,1.126946945,5.141401929,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4167,1.27086129,1.147769355,5.157987097,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4168,0.908127214,1.304151369,5.149681159,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4169,0.195898649,0.268540541,4.147722973,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4170,0.124607649,0.695733711,7.684776204,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4171,0.905317568,0.932508446,4.147722973,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4172,1.281510961,1.248450253,4.140728499,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4173,0.55312234,0.673907801,3.037148936,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4174,0.626225997,0.702246677,6.917211226,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4175,1.40633871,1.132258065,5.157987097,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4176,1.043384863,1.143568438,5.149681159,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4177,0.354551418,1.44810461,3.037148936,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4178,0.212345133,1.004325959,6.90700885,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4179,0.95321256,0.996357488,5.149681159,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4180,1.313901771,1.113281804,5.149681159,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4181,0.651253097,1.240226549,3.031773451,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
4182,0.37864497,1.292531065,6.927443787,QHJPGANWSLEMTI-UHFFFAOYSA-N,900,1200,12600,750,105,1,2,4.32,4.45,22.57,12.18,0,0,3,0,6,0,0,0,3,0,0,0,0,0,0,0,0,1.63,0,5,4,0,11.89,19.99,2.36,3.14,5.81,3.42,44.15,73.08,177.28,101.75,75.53,69.78,107.5,49.87,2,2,2,3,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,146.29,23.67,3.68,1.69,1.49,1,1,0,0,0,0,0,0,0,0,0,0,0
